exp,id,contrast
0,26113927880199200565234761728,0.0
0,26475955286121301473729970176,7.5
0,26501350863347397968869195776,3.75
0,26501887110197598715302117376,18.75
0,26511678199230000005572984832,-8.750000000000007
0,26566004181895600950009135104,27.5
0,26663488038463600871228833792,21.25
0,26751014442242299050753785856,-8.749999999999993
0,26787671151060901606465732608,13.75
0,26819801922433201464978440192,16.25
0,26821940765077698442782834688,-13.749999999999993
0,26831503754014999019547262976,27.5
0,26834162439720600537661440000,28.75
0,26841032319297301970344214528,40.0
0,26854805599029998558277271552,1.25
0,26865941014467398806492151808,-6.25
0,26875725892454698912267108352,10.0
0,26916938880343301594617479168,-2.500000000000007
0,26923864793043600841881157632,11.250000000000007
0,26944389699983701551544795136,-1.249999999999993
0,26957199044609602011661336576,-8.75
0,26957261267309799916737396736,-7.5
0,26958869415798701356331565056,7.5
0,26970743127844298500136239104,20.0
0,27007665018291902139638743040,18.75
0,27051074269551897951218958336,2.5
0,27063474310059001091054370816,1.25
0,27117817796331298113391165440,5.0
0,27126525049966599851988746240,10.0
0,27136047543675501401396477952,1.249999999999993
0,27143804243674698678234251264,1.25
0,27143906674701600096285360128,-2.5
0,27144843594957899454182588416,3.749999999999993
0,27146276685877900673145634816,-7.500000000000007
0,27155118701157800315694612480,7.5
0,27161787260123600911897460736,-5.000000000000007
0,27177688633296401156341235712,-3.75
0,27183505656842199537238933504,13.750000000000007
0,27187083168935898739430653952,4.999999999999993
0,27191478249113201408974258176,6.25
0,27230794737124298876820389888,12.499999999999993
0,27273715564844399337593110528,2.5
0,27279284415189799731866894336,12.500000000000007
0,27282162943689500252979593216,-28.750000000000007
0,27287233128429601461159067648,16.25
0,27306015921498600605168435200,12.5
0,27320910471160500814497185792,-12.5
0,27335850354607998264196202496,13.75
0,27350713958336398107793686528,8.75
0,27355415798764798596916183040,18.75
0,27369868183758299887841574912,2.5
0,27381320345345000876135153664,35.00000000000001
0,27387530559019400228669227008,36.25000000000001
0,27404652104631499703583768576,3.75
0,27421950785719698106301284352,-3.75
0,27429222454408300528333225984,10.000000000000007
0,27438527733092302104878383104,12.500000000000007
0,27449760360904098431966904320,7.5
0,27469026706412599088437526528,8.75
0,27479702827043701176510971904,-2.5
0,27481678539080401560075763712,0.0
0,27482566193851898581212987392,-1.25
0,27497002308280701525401010176,22.5
0,27501412217703401346585067520,1.25
0,27503703362691802009450840064,31.25
0,27518325231410602103676076032,-12.5
0,27519571107968500847087714304,-12.499999999999993
0,27524728845817101505150320640,3.749999999999993
0,27530450138461199990511370240,-10.0
0,27533706077622001536161808384,7.5
0,27537170155238500498690539520,-8.75
0,27556671135765602153000861696,6.25
0,27578242769362199298271346688,7.499999999999993
0,27578416189980101236225998848,20.0
0,27580653705851598942511300608,26.25
0,27587722610789401591415832576,17.500000000000007
0,27605579435025700199942062080,42.49999999999999
0,27605683122619600603470364672,-2.5
0,27634092804688801965973438464,6.25
0,27638572474440898231075340288,1.25
0,27639130259364798378440392704,23.75
0,27639549765615999452532703232,15.0
0,27642433526670298393027280896,21.25
0,27643984788233799229887217664,3.749999999999993
0,27650124595172199819691163648,-15.0
0,27650138561942798084769579008,-1.25
0,27653678189607399642273677312,2.5
0,27653720788186197820841132032,31.249999999999993
0,27658372674050500867567648768,28.75
0,27661466744572101966509899776,22.5
0,27663116287869301475323674624,5.0
0,27667559451466400600577540096,-28.75
0,27669788647510498268640444416,25.0
0,27671317384829901733485346816,15.0
0,27672556124169400692682784768,30.0
0,27675546841210401232110223360,-6.25
0,27677150685449898723693821952,6.25
0,27678813024368299009468530688,28.75
0,27686613733396300934810697728,7.5
0,27689824145132598211064627200,-13.75
0,27689888035844602059303157760,3.75
0,27689909284486897971178242048,1.25
0,27690505746602200584236826624,52.5
0,27691964717765600820462616576,-8.75
0,27694586807375599892791558144,37.5
0,27695237633725600757652127744,-2.5
0,27698065395035399024891920384,12.5
0,27699289490324901830015844352,16.249999999999993
0,27700686567580999179766333440,-22.5
0,27700825678441099152232284160,-13.750000000000007
0,27701478200288299719306772480,3.750000000000014
0,27704523298118900887261806592,3.75
0,27709014681408300044550930432,10.0
0,27710486952323798253963313152,-5.0
0,27711205653626301494681665536,-2.500000000000007
0,27712420388910100687259435008,-6.25
0,27712689296926500612827250688,-10.0
0,27713431220237601406720147456,55.0
0,27715207141373400679953989632,6.25
0,27721792897442299077160075264,13.75
0,27722290876858000035320692736,12.5
0,27723525971671199348663779328,-11.25
0,27725507984175797818630340608,-2.500000000000007
0,27726538226948200399422619648,-2.5
0,27726781103499601300718354432,-10.000000000000007
0,27727085598078400003957587968,31.25
0,27729349885520899208025997312,-1.25
0,27733177703727199423972769792,52.5
0,27735806654799001226015932416,-48.75
0,27736489513461299467660558336,22.499999999999993
0,27737805194770399335372816384,12.5
0,27754997316042498670011088896,7.5
0,27757473148521701161994027008,18.75
0,27770878613611401049635028992,-1.249999999999993
0,27771256097354000922304315392,-5.0
0,27771601128595001319964540928,15.0
0,27779606194816699579502690304,10.0
0,27782700189158699120635936768,-3.749999999999993
0,27782950704411100101570723840,33.75000000000001
0,27784081114883398470492749824,16.25
0,27784422286231100802000224256,-5.000000000000007
0,27792570572505100719948300288,3.75
0,27795842421405800467504562176,-11.25
0,27799959621646400549541642240,-26.25
0,27799993031712799799971414016,8.75
0,27800250408464800322336849920,-7.500000000000007
0,27801616568912901774235402240,-16.25
0,27801644373574200739837771776,20.0
0,27801949733681401604717150208,10.0
0,27802736543359699942138445824,2.5
0,27803549758740700213484191744,-8.749999999999986
0,27803554708495801836879478784,6.250000000000007
0,27803584371349497861594152960,-7.5
0,27805053901724101065001926656,5.0
0,27806835580500499884463357952,-6.250000000000007
0,27807640006116101394962317312,7.5
0,27808175278457399261295280128,10.0
0,27815615425585299130379403264,15.0
0,27822649557979698996644413440,6.250000000000007
0,27824248686465101781236973568,3.75
0,27828563426076099268417945600,-30.0
0,27829925111797300094474125312,8.75
0,27833952793506199782801014784,-6.249999999999993
0,27853402635574298503744061440,-2.500000000000007
0,27854741050903798593924104192,-11.25
0,27855862830643000114310807552,2.5
0,27863963020298899093190606848,46.25000000000001
0,27865169972857400159471927296,7.5
0,27870301868259901699862298624,43.75
1,26113927880199200565234761728,-7.5
1,26475955286121301473729970176,8.75
1,26501350863347397968869195776,-2.5
1,26501887110197598715302117376,-6.25
1,26511678199230000005572984832,1.25
1,26566004181895600950009135104,25.0
1,26663488038463600871228833792,11.249999999999993
1,26751014442242299050753785856,-17.5
1,26787671151060901606465732608,-6.25
1,26819801922433201464978440192,-5.0
1,26821940765077698442782834688,-17.5
1,26831503754014999019547262976,-7.5
1,26834162439720600537661440000,6.25
1,26841032319297301970344214528,25.0
1,26854805599029998558277271552,21.25
1,26865941014467398806492151808,-6.25
1,26875725892454698912267108352,31.249999999999993
1,26916938880343301594617479168,23.749999999999993
1,26923864793043600841881157632,-3.75
1,26944389699983701551544795136,21.25
1,26957199044609602011661336576,1.25
1,26957261267309799916737396736,26.25
1,26958869415798701356331565056,0.0
1,26970743127844298500136239104,-6.25
1,27007665018291902139638743040,11.25
1,27051074269551897951218958336,-8.75
1,27063474310059001091054370816,-1.25
1,27117817796331298113391165440,5.000000000000007
1,27126525049966599851988746240,12.5
1,27136047543675501401396477952,-17.5
1,27143804243674698678234251264,2.5
1,27143906674701600096285360128,21.25
1,27144843594957899454182588416,22.5
1,27146276685877900673145634816,-10.0
1,27155118701157800315694612480,1.25
1,27161787260123600911897460736,2.499999999999993
1,27177688633296401156341235712,53.75
1,27183505656842199537238933504,13.749999999999993
1,27187083168935898739430653952,1.250000000000007
1,27191478249113201408974258176,-8.75
1,27230794737124298876820389888,42.5
1,27273715564844399337593110528,10.0
1,27279284415189799731866894336,16.25
1,27282162943689500252979593216,7.5
1,27287233128429601461159067648,18.75
1,27306015921498600605168435200,23.750000000000007
1,27320910471160500814497185792,2.5
1,27335850354607998264196202496,-7.5
1,27350713958336398107793686528,12.5
1,27355415798764798596916183040,6.25
1,27369868183758299887841574912,13.749999999999993
1,27381320345345000876135153664,7.5
1,27387530559019400228669227008,3.75
1,27404652104631499703583768576,-10.0
1,27421950785719698106301284352,3.75
1,27429222454408300528333225984,13.75
1,27438527733092302104878383104,3.75
1,27449760360904098431966904320,5.0
1,27469026706412599088437526528,18.75
1,27479702827043701176510971904,-13.750000000000007
1,27481678539080401560075763712,-6.25
1,27482566193851898581212987392,-1.25
1,27497002308280701525401010176,2.5
1,27501412217703401346585067520,38.75
1,27503703362691802009450840064,20.000000000000007
1,27518325231410602103676076032,8.75
1,27519571107968500847087714304,20.0
1,27524728845817101505150320640,-7.5
1,27530450138461199990511370240,23.75
1,27533706077622001536161808384,41.25
1,27537170155238500498690539520,-5.0
1,27556671135765602153000861696,-8.75
1,27578242769362199298271346688,0.0
1,27578416189980101236225998848,-10.000000000000007
1,27580653705851598942511300608,-3.75
1,27587722610789401591415832576,5.0
1,27605579435025700199942062080,12.5
1,27605683122619600603470364672,7.500000000000007
1,27634092804688801965973438464,-6.25
1,27638572474440898231075340288,-10.0
1,27639130259364798378440392704,3.75
1,27639549765615999452532703232,-1.249999999999993
1,27642433526670298393027280896,47.5
1,27643984788233799229887217664,46.25
1,27650124595172199819691163648,-5.0
1,27650138561942798084769579008,28.75
1,27653678189607399642273677312,-1.25
1,27653720788186197820841132032,37.5
1,27658372674050500867567648768,7.5
1,27661466744572101966509899776,6.25
1,27663116287869301475323674624,8.75
1,27667559451466400600577540096,19.999999999999993
1,27669788647510498268640444416,-3.75
1,27671317384829901733485346816,0.0
1,27672556124169400692682784768,48.75
1,27675546841210401232110223360,37.50000000000001
1,27677150685449898723693821952,3.75
1,27678813024368299009468530688,3.75
1,27686613733396300934810697728,33.74999999999999
1,27689824145132598211064627200,-7.500000000000007
1,27689888035844602059303157760,-7.5
1,27689909284486897971178242048,-6.25
1,27690505746602200584236826624,25.000000000000007
1,27691964717765600820462616576,7.499999999999993
1,27694586807375599892791558144,2.499999999999986
1,27695237633725600757652127744,11.25
1,27698065395035399024891920384,17.5
1,27699289490324901830015844352,11.25
1,27700686567580999179766333440,-6.25
1,27700825678441099152232284160,7.5
1,27701478200288299719306772480,6.25
1,27704523298118900887261806592,5.0
1,27709014681408300044550930432,17.5
1,27710486952323798253963313152,18.75
1,27711205653626301494681665536,-23.75
1,27712420388910100687259435008,13.75
1,27712689296926500612827250688,-2.5
1,27713431220237601406720147456,25.0
1,27715207141373400679953989632,2.500000000000007
1,27721792897442299077160075264,0.0
1,27722290876858000035320692736,22.5
1,27723525971671199348663779328,-13.75
1,27725507984175797818630340608,-2.5
1,27726538226948200399422619648,10.000000000000014
1,27726781103499601300718354432,-8.75
1,27727085598078400003957587968,2.5
1,27729349885520899208025997312,8.75
1,27733177703727199423972769792,15.0
1,27735806654799001226015932416,33.75
1,27736489513461299467660558336,12.499999999999993
1,27737805194770399335372816384,38.75000000000001
1,27754997316042498670011088896,17.5
1,27757473148521701161994027008,-1.249999999999993
1,27770878613611401049635028992,11.25
1,27771256097354000922304315392,6.25
1,27771601128595001319964540928,11.25
1,27779606194816699579502690304,10.0
1,27782700189158699120635936768,15.0
1,27782950704411100101570723840,5.0
1,27784081114883398470492749824,31.25
1,27784422286231100802000224256,-8.75
1,27792570572505100719948300288,20.000000000000007
1,27795842421405800467504562176,17.5
1,27799959621646400549541642240,15.0
1,27799993031712799799971414016,-1.25
1,27800250408464800322336849920,-11.249999999999993
1,27801616568912901774235402240,1.25
1,27801644373574200739837771776,-1.25
1,27801949733681401604717150208,1.25
1,27802736543359699942138445824,27.5
1,27803549758740700213484191744,6.25
1,27803554708495801836879478784,-13.750000000000007
1,27803584371349497861594152960,-6.25
1,27805053901724101065001926656,7.5
1,27806835580500499884463357952,12.5
1,27807640006116101394962317312,-7.5
1,27808175278457399261295280128,-18.750000000000007
1,27815615425585299130379403264,16.249999999999993
1,27822649557979698996644413440,0.0
1,27824248686465101781236973568,26.250000000000007
1,27828563426076099268417945600,10.0
1,27829925111797300094474125312,8.75
